,title,price,link
294,ASUS ROG Strix G15 Advantage Edition with 90Whr Battery Ryzen 9 Octa Core 5980HX - (16 GB/1 TB SSD/Win...,"₹1,50,990",/asus-rog-strix-g15-advantage-90whr-battery-ryzen-9-octa-core-5980hx-16-gb-1-tb-ssd-windows-11-home-12-gb-graphics-amd-radeon-rx-6800m-165-hz-g513qy-hq032ws-gaming-laptop/p/itmca584c497cc66?pid=COMGE73KXAHEFJUP&lid=LSTCOMGE73KXAHEFJUPNHO2UR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_295&otracker=search&fm=organic&iid=9324132b-a0c7-4fba-8df5-ea4edb36dc6d.COMGE73KXAHEFJUP.SEARCH&ppt=None&ppn=None&ssid=0hjvp0w46o0000001669551625911&qH=312f91285e048e09
295,RedmiBook Pro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Thin and Light Laptop,"₹44,990",/redmibook-pro-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itm436427e982703?pid=COMG4Z359A4Z3MFG&lid=LSTCOMG4Z359A4Z3MFGOJQLGB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_296&otracker=search&fm=organic&iid=en_xtU6pIjHBfhcYgak0uSda%2FUiUnfkxP77mUcMV2VvFPjlTGGOaM2foknZFaQrW7qWkdFLQtD2937Ex5hhcIKj%2Bw%3D%3D&ppt=None&ppn=None&ssid=0hjvp0w46o0000001669551625911&qH=312f91285e048e09
296,Lenovo Yoga 7 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14ITL5 2 in 1 Laptop,"₹1,02,990",/lenovo-yoga-7-core-i7-11th-gen-16-gb-512-gb-ssd-windows-11-home-14itl5-2-1-laptop/p/itm6bb125b6bf42b?pid=COMGCFNZVPJMHB9D&lid=LSTCOMGCFNZVPJMHB9DOHIBFV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_297&otracker=search&fm=organic&iid=9324132b-a0c7-4fba-8df5-ea4edb36dc6d.COMGCFNZVPJMHB9D.SEARCH&ppt=None&ppn=None&ssid=0hjvp0w46o0000001669551625911&qH=312f91285e048e09
297,DELL Ryzen 3 Quad Core 5425U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3525 Thin and Light Laptop,"₹42,572",/dell-ryzen-3-quad-core-5425u-8-gb-512-gb-ssd-windows-11-home-inspiron-3525-thin-light-laptop/p/itm50e4a401de3f8?pid=COMGF3B77Q3Y5RRQ&lid=LSTCOMGF3B77Q3Y5RRQISKMQD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_298&otracker=search&fm=organic&iid=9324132b-a0c7-4fba-8df5-ea4edb36dc6d.COMGF3B77Q3Y5RRQ.SEARCH&ppt=None&ppn=None&ssid=0hjvp0w46o0000001669551625911&qH=312f91285e048e09
298,DELL Vostro Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Vostro 3400 Thin and Light Laptop,"₹41,090",/dell-vostro-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-home-3400-thin-light-laptop/p/itmdbe71fb69fada?pid=COMGBUKJRGHNGGZE&lid=LSTCOMGBUKJRGHNGGZEJ9QOYM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_299&otracker=search&fm=organic&iid=9324132b-a0c7-4fba-8df5-ea4edb36dc6d.COMGBUKJRGHNGGZE.SEARCH&ppt=None&ppn=None&ssid=0hjvp0w46o0000001669551625911&qH=312f91285e048e09
299,ASUS ROG Zephyrus M16 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce ...,"₹1,19,990",/asus-rog-zephyrus-m16-core-i7-11th-gen-16-gb-1-tb-ssd-windows-10-home-4-gb-graphics-nvidia-geforce-rtx-3050-ti-144-hz-gu603he-kr051ts-gaming-laptop/p/itm0dfd29775c788?pid=COMG5C28GK4W2WFZ&lid=LSTCOMG5C28GK4W2WFZSYAFOB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_300&otracker=search&fm=organic&iid=9324132b-a0c7-4fba-8df5-ea4edb36dc6d.COMG5C28GK4W2WFZ.SEARCH&ppt=None&ppn=None&ssid=0hjvp0w46o0000001669551625911&qH=312f91285e048e09
300,ASUS ExpertBook P1 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Pro) ExpertBook P1 P1440FA Thin and Li...,"₹62,490",/asus-expertbook-p1-core-i5-10th-gen-8-gb-1-tb-hdd-windows-10-pro-p1440fa-thin-light-laptop/p/itmca1c6d649bf0e?pid=COMFVKZGNG2S4UJR&lid=LSTCOMFVKZGNG2S4UJRCUFU5V&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_301&otracker=search&fm=organic&iid=9324132b-a0c7-4fba-8df5-ea4edb36dc6d.COMFVKZGNG2S4UJR.SEARCH&ppt=None&ppn=None&ssid=0hjvp0w46o0000001669551625911&qH=312f91285e048e09
301,acer Aspire 5 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) A515-45 Thin and Light Lapto...,"₹54,900",/acer-aspire-5-ryzen-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-a515-45-thin-light-laptop/p/itm16666d7c2b0e7?pid=COMG8ZYE6WST2GCU&lid=LSTCOMG8ZYE6WST2GCUUQBNQ0&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_302&otracker=search&fm=organic&iid=9324132b-a0c7-4fba-8df5-ea4edb36dc6d.COMG8ZYE6WST2GCU.SEARCH&ppt=None&ppn=None&ssid=0hjvp0w46o0000001669551625911&qH=312f91285e048e09
302,ASUS Vivobook Pro Ryzen 9 Octa Core 5900HX - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFor...,"₹94,990",/asus-vivobook-pro-ryzen-9-octa-core-5900hx-8-gb-1-tb-ssd-windows-10-home-4-gb-graphics-nvidia-geforce-rtx-3050-ti-90-hz-m7400qe-km046ts-creator-laptop/p/itma55d330823779?pid=COMGAD9VDGYKBNQG&lid=LSTCOMGAD9VDGYKBNQG8ODZPQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_303&otracker=search&fm=organic&iid=9324132b-a0c7-4fba-8df5-ea4edb36dc6d.COMGAD9VDGYKBNQG.SEARCH&ppt=None&ppn=None&ssid=0hjvp0w46o0000001669551625911&qH=312f91285e048e09
303,DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) D552268WIN9S Laptop,"₹65,990",/dell-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-d552268win9s-laptop/p/itm8dff547ef381d?pid=COMGGH4KUZFVRQ2Z&lid=LSTCOMGGH4KUZFVRQ2ZDOPEYF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_304&otracker=search&fm=organic&iid=9324132b-a0c7-4fba-8df5-ea4edb36dc6d.COMGGH4KUZFVRQ2Z.SEARCH&ppt=None&ppn=None&ssid=0hjvp0w46o0000001669551625911&qH=312f91285e048e09
304,DELL Vostro Core i3 10th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3401 Thin and Light L...,"₹42,290",/dell-vostro-core-i3-10th-gen-4-gb-1-tb-hdd-256-gb-ssd-windows-11-home-3401-thin-light-laptop/p/itm49ca9d83e06ad?pid=COMG9NYDEJDHJZ5Q&lid=LSTCOMG9NYDEJDHJZ5QBWP2UI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_305&otracker=search&fm=organic&iid=9324132b-a0c7-4fba-8df5-ea4edb36dc6d.COMG9NYDEJDHJZ5Q.SEARCH&ppt=None&ppn=None&ssid=0hjvp0w46o0000001669551625911&qH=312f91285e048e09
305,MSI Alpha 15 Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/AMD Radeon RX6600...,"₹96,990",/msi-alpha-15-ryzen-7-octa-core-5800h-16-gb-1-tb-ssd-windows-10-home-8-gb-graphics-amd-radeon-rx6600m-144-hz-b5eek-029in-gaming-laptop/p/itm3df644c09e208?pid=COMG5AWTKZNFCVFT&lid=LSTCOMG5AWTKZNFCVFT5U6GVU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_306&otracker=search&fm=organic&iid=9324132b-a0c7-4fba-8df5-ea4edb36dc6d.COMG5AWTKZNFCVFT.SEARCH&ppt=None&ppn=None&ssid=0hjvp0w46o0000001669551625911&qH=312f91285e048e09
306,ASUS VivoBook 15 (2022) Core i3 10th Gen - (4 GB/512 GB SSD/Windows 11 Home) X515JA-EJ372WS Thin and L...,"₹34,990",/asus-vivobook-15-2022-core-i3-10th-gen-4-gb-512-gb-ssd-windows-11-home-x515ja-ej372ws-thin-light-laptop/p/itm7e2e1ba656a8e?pid=COMG87FFHHG4ZZCN&lid=LSTCOMG87FFHHG4ZZCNEH1XIU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_307&otracker=search&fm=organic&iid=9324132b-a0c7-4fba-8df5-ea4edb36dc6d.COMG87FFHHG4ZZCN.SEARCH&ppt=None&ppn=None&ssid=0hjvp0w46o0000001669551625911&qH=312f91285e048e09
307,ASUS ZenBook Duo 14 (2021) Touch Panel Intel EVO Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home) U...,"₹1,00,990",/asus-zenbook-duo-14-2021-touch-panel-intel-evo-core-i7-11th-gen-16-gb-1-tb-ssd-windows-10-home-ux482ea-hy777ts-thin-light-laptop/p/itm762a4cef39350?pid=COMGF8KSS3VRHYGG&lid=LSTCOMGF8KSS3VRHYGGFLYQ2H&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_308&otracker=search&fm=organic&iid=9324132b-a0c7-4fba-8df5-ea4edb36dc6d.COMGF8KSS3VRHYGG.SEARCH&ppt=None&ppn=None&ssid=0hjvp0w46o0000001669551625911&qH=312f91285e048e09
308,ASUS Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ312WS Laptop,"₹47,990",/asus-core-i3-12th-gen-8-gb-512-gb-ssd-windows-11-home-x1502za-ej312ws-laptop/p/itmfe9bba4042564?pid=COMGGTQVK7XFFTDD&lid=LSTCOMGGTQVK7XFFTDDIOY3YD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_309&otracker=search&fm=organic&iid=9324132b-a0c7-4fba-8df5-ea4edb36dc6d.COMGGTQVK7XFFTDD.SEARCH&ppt=None&ppn=None&ssid=0hjvp0w46o0000001669551625911&qH=312f91285e048e09
309,ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 7 Octa Core AMD R7-6800H - (16 GB/1 TB SSD/Windows ...,"₹1,40,990",/asus-rog-strix-g15-2022-90whr-battery-ryzen-7-octa-core-amd-r7-6800h-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-300-hz-g513rm-hf272ws-gaming-laptop/p/itm35c03762f4297?pid=COMGDQHJFGMNK67R&lid=LSTCOMGDQHJFGMNK67RWRIMLJ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_310&otracker=search&fm=organic&iid=9324132b-a0c7-4fba-8df5-ea4edb36dc6d.COMGDQHJFGMNK67R.SEARCH&ppt=None&ppn=None&ssid=0hjvp0w46o0000001669551625911&qH=312f91285e048e09
310,MSI Stealth 15M Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 30...,"₹1,16,990",/msi-stealth-15m-core-i7-11th-gen-16-gb-1-tb-ssd-windows-10-home-6-gb-graphics-nvidia-geforce-rtx-3060-144-hz-a11uek-227in-gaming-laptop/p/itm1be5a561d9e75?pid=COMG2HCTYYGFHZHM&lid=LSTCOMG2HCTYYGFHZHMNMUVR5&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_311&otracker=search&fm=organic&iid=9324132b-a0c7-4fba-8df5-ea4edb36dc6d.COMG2HCTYYGFHZHM.SEARCH&ppt=None&ppn=None&ssid=0hjvp0w46o0000001669551625911&qH=312f91285e048e09
311,DELL 3511 Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home/2 GB Graphics) 3511 Laptop,"₹62,990",/dell-3511-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-2-graphics-laptop/p/itm651d5a4ded0b1?pid=COMGA7ZFSZCZFCQF&lid=LSTCOMGA7ZFSZCZFCQFQ7I4QZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_312&otracker=search&fm=organic&iid=9324132b-a0c7-4fba-8df5-ea4edb36dc6d.COMGA7ZFSZCZFCQF.SEARCH&ppt=None&ppn=None&ssid=0hjvp0w46o0000001669551625911&qH=312f91285e048e09
312,HP Omen Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 with ...,"₹1,22,000",/hp-omen-core-i7-10th-gen-16-gb-1-tb-ssd-windows-10-home-8-gb-graphics-nvidia-geforce-rtx-3070-max-q-design-300-hz-15-ek1016tx-gaming-laptop/p/itm202a38ecb7a3d?pid=COMGYY57MTEZHKWC&lid=LSTCOMGYY57MTEZHKWC40YZJF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_313&otracker=search&fm=organic&iid=e58273cf-dd8a-49f3-b34e-304e967f4d64.COMGYY57MTEZHKWC.SEARCH&ppt=None&ppn=None&ssid=nzudkcm9w00000001669551627097&qH=312f91285e048e09
313,acer Predator Helios 300 Core i7 11th Gen - (16 GB/1 TB HDD/512 GB SSD/Windows 10 Home/4 GB Graphics/N...,"₹99,990",/acer-predator-helios-300-core-i7-11th-gen-16-gb-1-tb-hdd-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050ti-165-hz-ph315-54-gaming-laptop/p/itm6fff9b0318d2a?pid=COMG5TF3SNUEJTY3&lid=LSTCOMG5TF3SNUEJTY3NGLTVE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_314&otracker=search&fm=organic&iid=e58273cf-dd8a-49f3-b34e-304e967f4d64.COMG5TF3SNUEJTY3.SEARCH&ppt=None&ppn=None&ssid=nzudkcm9w00000001669551627097&qH=312f91285e048e09
314,acer Predator Helios 300 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"₹1,24,990",/acer-predator-helios-300-core-i9-11th-gen-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-ph315-54-ph315-54-909w-gaming-laptop/p/itmcd448e1e82a2f?pid=COMGBNUHUUUFHH4Q&lid=LSTCOMGBNUHUUUFHH4QQIMPUN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_315&otracker=search&fm=organic&iid=e58273cf-dd8a-49f3-b34e-304e967f4d64.COMGBNUHUUUFHH4Q.SEARCH&ppt=None&ppn=None&ssid=nzudkcm9w00000001669551627097&qH=312f91285e048e09
315,RedmiBook Pro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Thin and Light Laptop,"₹44,990",/redmibook-pro-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itm436427e982703?pid=COMG4Z359A4Z3MFG&lid=LSTCOMG4Z359A4Z3MFGOJQLGB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_316&otracker=search&fm=organic&iid=en_HllO4gqsm7OnuMr%2FiDkijPSwnirnTJXKraW9vTLoVRB72GX1443OVqLMuZbelEnjkdFLQtD2937Ex5hhcIKj%2Bw%3D%3D&ppt=None&ppn=None&ssid=nzudkcm9w00000001669551627097&qH=312f91285e048e09
316,ASUS Zenbook 14X (2022) Space Edition Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home) UX5401ZAS-KN...,"₹1,69,990",/asus-zenbook-14x-2022-space-core-i9-12th-gen-32-gb-1-tb-ssd-windows-11-home-ux5401zas-kn901ws-thin-light-laptop/p/itmc615565776482?pid=COMGDGNFNHZM5ENT&lid=LSTCOMGDGNFNHZM5ENTCVXLT5&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_317&otracker=search&fm=organic&iid=e58273cf-dd8a-49f3-b34e-304e967f4d64.COMGDGNFNHZM5ENT.SEARCH&ppt=None&ppn=None&ssid=nzudkcm9w00000001669551627097&qH=312f91285e048e09
317,DELL Ryzen 7 Octa Core AMD R7-6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce R...,"₹99,990",/dell-ryzen-7-octa-core-amd-r7-6800h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-g15-5525-gaming-laptop/p/itm72f571f01c25d?pid=COMGF3B7K5FAXBXV&lid=LSTCOMGF3B7K5FAXBXV7XH8U5&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_318&otracker=search&fm=organic&iid=e58273cf-dd8a-49f3-b34e-304e967f4d64.COMGF3B7K5FAXBXV.SEARCH&ppt=None&ppn=None&ssid=nzudkcm9w00000001669551627097&qH=312f91285e048e09
318,Infinix INBook X1 Pro Core i7 10th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL12 Thin and Light Laptop,"₹46,990",/infinix-inbook-x1-pro-core-i7-10th-gen-16-gb-512-gb-ssd-windows-11-home-xl12-thin-light-laptop/p/itm00f51a61d88f0?pid=COMG8Z3HXGFM7ZXZ&lid=LSTCOMG8Z3HXGFM7ZXZDN96PZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_319&otracker=search&fm=organic&iid=e58273cf-dd8a-49f3-b34e-304e967f4d64.COMG8Z3HXGFM7ZXZ.SEARCH&ppt=None&ppn=None&ssid=nzudkcm9w00000001669551627097&qH=312f91285e048e09
319,Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14ITL05 Thin and Light Laptop,"₹37,228",/lenovo-ideapad-3-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-14itl05-thin-light-laptop/p/itme5d4463121c64?pid=COMG9VKERHP4FACH&lid=LSTCOMG9VKERHP4FACHOL4YVH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_320&otracker=search&fm=organic&iid=en_HllO4gqsm7OnuMr%2FiDkijPSwnirnTJXKraW9vTLoVRBXwo8uEnrMQRoKKREqqaZ%2BRGb8TM7MJdoyqjQLfP9KkA%3D%3D&ppt=None&ppn=None&ssid=nzudkcm9w00000001669551627097&qH=312f91285e048e09
320,ASUS Vivobook 15 Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ382WS X515JA Laptop,"₹35,990",/asus-vivobook-15-core-i3-10th-gen-8-gb-512-gb-ssd-windows-11-home-x515ja-ej382ws-x515ja-laptop/p/itm46cefd99c9a5e?pid=COMGHXFZX7SGP39V&lid=LSTCOMGHXFZX7SGP39VB7BD9G&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_321&otracker=search&fm=organic&iid=e58273cf-dd8a-49f3-b34e-304e967f4d64.COMGHXFZX7SGP39V.SEARCH&ppt=None&ppn=None&ssid=nzudkcm9w00000001669551627097&qH=312f91285e048e09
321,HP Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 14s-fq1089au Thin and Light Laptop,"₹41,490",/hp-ryzen-3-quad-core-5300u-8-gb-512-gb-ssd-windows-11-home-14s-fq1089au-thin-light-laptop/p/itm30e084d034979?pid=COMGAY9Y7WXZYFDA&lid=LSTCOMGAY9Y7WXZYFDAYEJGOH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_322&otracker=search&fm=organic&iid=e58273cf-dd8a-49f3-b34e-304e967f4d64.COMGAY9Y7WXZYFDA.SEARCH&ppt=None&ppn=None&ssid=nzudkcm9w00000001669551627097&qH=312f91285e048e09
322,ASUS Vivobook Pro Ryzen 9 Octa Core 5900HX - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFor...,"₹94,990",/asus-vivobook-pro-ryzen-9-octa-core-5900hx-8-gb-1-tb-ssd-windows-10-home-4-gb-graphics-nvidia-geforce-rtx-3050-ti-90-hz-m7400qe-km046ts-creator-laptop/p/itma55d330823779?pid=COMGAD9VDGYKBNQG&lid=LSTCOMGAD9VDGYKBNQG8ODZPQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_323&otracker=search&fm=organic&iid=e58273cf-dd8a-49f3-b34e-304e967f4d64.COMGAD9VDGYKBNQG.SEARCH&ppt=None&ppn=None&ssid=nzudkcm9w00000001669551627097&qH=312f91285e048e09
323,Infinix X1 Slim Series Core i5 10th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL21 Thin and Light Lapto...,"₹40,990",/infinix-x1-slim-series-core-i5-10th-gen-16-gb-512-gb-ssd-windows-11-home-xl21-thin-light-laptop/p/itm574469227974b?pid=COMGEHP5PNMU4FCT&lid=LSTCOMGEHP5PNMU4FCTCZN4XB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_324&otracker=search&fm=organic&iid=e58273cf-dd8a-49f3-b34e-304e967f4d64.COMGEHP5PNMU4FCT.SEARCH&ppt=None&ppn=None&ssid=nzudkcm9w00000001669551627097&qH=312f91285e048e09
324,ASUS Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3502ZA-L502WS Laptop,"₹74,990",/asus-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-s3502za-l502ws-laptop/p/itmb5b5c00ecd235?pid=COMGFCG9G4JYZXEG&lid=LSTCOMGFCG9G4JYZXEGJ6JOVC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_325&otracker=search&fm=organic&iid=e58273cf-dd8a-49f3-b34e-304e967f4d64.COMGFCG9G4JYZXEG.SEARCH&ppt=None&ppn=None&ssid=nzudkcm9w00000001669551627097&qH=312f91285e048e09
325,ASUS Zenbook Flip 13 OLED Touch Panel Intel EVO Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) U...,"₹79,990",/asus-zenbook-flip-13-oled-touch-panel-intel-evo-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-ux363ea-hp502ws-2-1-laptop/p/itm562b2817ed484?pid=COMG96ZHMRDB9N8Z&lid=LSTCOMG96ZHMRDB9N8ZUWQWG5&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_326&otracker=search&fm=organic&iid=e58273cf-dd8a-49f3-b34e-304e967f4d64.COMG96ZHMRDB9N8Z.SEARCH&ppt=None&ppn=None&ssid=nzudkcm9w00000001669551627097&qH=312f91285e048e09
326,Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,"₹69,490",/lenovo-ideapad-gaming-3-ryzen-5-hexa-core-amd-r5-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15ach6-laptop/p/itmaef9651a2d565?pid=COMGBNFUWPH6F56F&lid=LSTCOMGBNFUWPH6F56FCWFV9T&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_327&otracker=search&fm=organic&iid=e58273cf-dd8a-49f3-b34e-304e967f4d64.COMGBNFUWPH6F56F.SEARCH&ppt=None&ppn=None&ssid=nzudkcm9w00000001669551627097&qH=312f91285e048e09
327,DELL Vostro Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3405 Thin and Light Lap...,"₹42,190",/dell-vostro-ryzen-3-dual-core-3250u-8-gb-512-gb-ssd-windows-11-home-3405-thin-light-laptop/p/itmc8e55b5e06e94?pid=COMGAD2BEVRGP8J5&lid=LSTCOMGAD2BEVRGP8J5QO7QXZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_328&otracker=search&fm=organic&iid=e58273cf-dd8a-49f3-b34e-304e967f4d64.COMGAD2BEVRGP8J5.SEARCH&ppt=None&ppn=None&ssid=nzudkcm9w00000001669551627097&qH=312f91285e048e09
328,ASUS VivoBook K15 OLED Ryzen 7 Octa Core AMD R7-5700U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L71...,"₹66,990",/asus-vivobook-k15-oled-ryzen-7-octa-core-amd-r7-5700u-16-gb-512-gb-ssd-windows-11-home-km513ua-l713ws-thin-light-laptop/p/itmb3a48eb017e5c?pid=COMGB6DZKZZVUQSW&lid=LSTCOMGB6DZKZZVUQSWWWGAPR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_329&otracker=search&fm=organic&iid=e58273cf-dd8a-49f3-b34e-304e967f4d64.COMGB6DZKZZVUQSW.SEARCH&ppt=None&ppn=None&ssid=nzudkcm9w00000001669551627097&qH=312f91285e048e09
329,DELL Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) D560753WIN9S Laptop,"₹72,999",/dell-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-2-graphics-d560753win9s-laptop/p/itmd29b1dc856abf?pid=COMGFJSEF4MSQVZF&lid=LSTCOMGFJSEF4MSQVZFTFSX9E&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_330&otracker=search&fm=organic&iid=e58273cf-dd8a-49f3-b34e-304e967f4d64.COMGFJSEF4MSQVZF.SEARCH&ppt=None&ppn=None&ssid=nzudkcm9w00000001669551627097&qH=312f91285e048e09
330,acer Aspire Vero(Green PC ) Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) AV15-51 Thin and Ligh...,"₹51,030",/acer-aspire-vero-green-pc-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-av15-51-thin-light-laptop/p/itm2906fb2c66914?pid=COMG8ZERF8ZQ4PG9&lid=LSTCOMG8ZERF8ZQ4PG9NXWONT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_331&otracker=search&fm=organic&iid=e58273cf-dd8a-49f3-b34e-304e967f4d64.COMG8ZERF8ZQ4PG9.SEARCH&ppt=None&ppn=None&ssid=nzudkcm9w00000001669551627097&qH=312f91285e048e09
331,DELL Inspiron Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10) Inspiron 3501 Laptop,"₹40,990",/dell-inspiron-core-i3-11th-gen-4-gb-256-gb-ssd-windows-10-3501-laptop/p/itm6104c90424bb0?pid=COMG4BX93TSR9VAE&lid=LSTCOMG4BX93TSR9VAELVOZWB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_14_332&otracker=search&fm=organic&iid=e58273cf-dd8a-49f3-b34e-304e967f4d64.COMG4BX93TSR9VAE.SEARCH&ppt=None&ppn=None&ssid=nzudkcm9w00000001669551627097&qH=312f91285e048e09
